county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
ROCK,Town of TURTLE,Town of TURTLE Wards 2-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,412,298,0,0,0,US senator
ROCK,Town of UNION,Town of UNION Wards 1-4,Congressional - District 2,State Senate - District 15,Assembly - District 45,386,665,0,0,0,US senator
ROCK,Village of CLINTON,Village of CLINTON Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,426,413,0,0,1,US senator
ROCK,Village of FOOTVILLE,Village of FOOTVILLE Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 43,148,219,0,0,0,US senator
ROCK,Village of ORFORDVILLE,Village of ORFORDVILLE Wards 1-2,Congressional - District 2,State Senate - District 15,Assembly - District 45,231,370,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 45,101,205,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 2,Congressional - District 2,State Senate - District 15,Assembly - District 45,242,382,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 3,Congressional - District 2,State Senate - District 15,Assembly - District 45,241,364,0,0,2,US senator
ROCK,City of BELOIT,City of BELOIT Ward 4,Congressional - District 2,State Senate - District 15,Assembly - District 45,191,335,0,0,1,US senator
ROCK,City of BELOIT,City of BELOIT Ward 5,Congressional - District 2,State Senate - District 15,Assembly - District 45,172,327,0,0,3,US senator
ROCK,City of BELOIT,City of BELOIT Ward 6,Congressional - District 2,State Senate - District 15,Assembly - District 45,93,262,0,0,3,US senator
ROCK,City of BELOIT,City of BELOIT Ward 7,Congressional - District 2,State Senate - District 15,Assembly - District 45,90,236,0,0,1,US senator
ROCK,City of BELOIT,City of BELOIT Ward 8,Congressional - District 2,State Senate - District 15,Assembly - District 45,7,29,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 9,Congressional - District 2,State Senate - District 15,Assembly - District 45,100,297,0,0,1,US senator
ROCK,City of BELOIT,City of BELOIT Ward 10,Congressional - District 2,State Senate - District 15,Assembly - District 45,137,330,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 11,Congressional - District 2,State Senate - District 15,Assembly - District 45,202,379,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 12,Congressional - District 2,State Senate - District 15,Assembly - District 45,52,151,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 13,Congressional - District 2,State Senate - District 15,Assembly - District 45,46,299,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 14,Congressional - District 2,State Senate - District 15,Assembly - District 45,76,358,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 15,Congressional - District 2,State Senate - District 15,Assembly - District 45,116,333,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 16,Congressional - District 2,State Senate - District 15,Assembly - District 45,80,527,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 17,Congressional - District 2,State Senate - District 15,Assembly - District 45,197,488,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 18,Congressional - District 2,State Senate - District 15,Assembly - District 45,128,316,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 19,Congressional - District 2,State Senate - District 15,Assembly - District 45,107,255,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 20,Congressional - District 2,State Senate - District 11,Assembly - District 31,147,279,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 21,Congressional - District 2,State Senate - District 11,Assembly - District 31,172,409,0,0,2,US senator
ROCK,City of BELOIT,City of BELOIT Ward 22,Congressional - District 2,State Senate - District 11,Assembly - District 31,218,336,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 23,Congressional - District 2,State Senate - District 11,Assembly - District 31,471,603,0,0,1,US senator
ROCK,City of BELOIT,City of BELOIT Ward 24,Congressional - District 2,State Senate - District 11,Assembly - District 31,201,330,0,0,0,US senator
ROCK,City of BELOIT,City of BELOIT Ward 25,Congressional - District 1,State Senate - District 11,Assembly - District 31,0,0,0,0,0,US senator
ROCK,CITY OF BRODHEAD,CITY OF BRODHEAD Wards 7-8,Congressional - District 2,State Senate - District 15,Assembly - District 45,7,32,0,0,0,US senator
ROCK,City of EDGERTON,City of EDGERTON Wards 1-6,Congressional - District 2,State Senate - District 15,Assembly - District 43,769,1833,0,0,3,US senator
ROCK,City of EVANSVILLE,City of EVANSVILLE Wards 1-10,Congressional - District 2,State Senate - District 15,Assembly - District 45,714,1889,0,0,5,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 1,Congressional - District 1,State Senate - District 15,Assembly - District 44,422,767,0,0,2,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 2,Congressional - District 1,State Senate - District 15,Assembly - District 44,398,758,0,0,3,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 3,Congressional - District 1,State Senate - District 15,Assembly - District 44,214,551,0,0,1,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 4,Congressional - District 1,State Senate - District 15,Assembly - District 44,162,441,0,0,1,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 5,Congressional - District 1,State Senate - District 15,Assembly - District 44,377,689,0,0,2,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 6,Congressional - District 1,State Senate - District 15,Assembly - District 44,283,449,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 7,Congressional - District 1,State Senate - District 15,Assembly - District 44,369,824,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 8,Congressional - District 1,State Senate - District 15,Assembly - District 44,300,635,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 9,Congressional - District 1,State Senate - District 15,Assembly - District 44,270,569,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 10,Congressional - District 1,State Senate - District 15,Assembly - District 44,216,476,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 11,Congressional - District 1,State Senate - District 15,Assembly - District 44,249,664,0,0,2,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 12,Congressional - District 1,State Senate - District 15,Assembly - District 44,542,893,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 13,Congressional - District 1,State Senate - District 15,Assembly - District 44,361,826,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 14,Congressional - District 1,State Senate - District 15,Assembly - District 44,418,872,0,0,1,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 15,Congressional - District 1,State Senate - District 15,Assembly - District 44,264,648,0,0,5,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 16,Congressional - District 1,State Senate - District 15,Assembly - District 44,265,478,0,0,3,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 17,Congressional - District 1,State Senate - District 15,Assembly - District 44,451,818,0,0,4,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 18,Congressional - District 1,State Senate - District 15,Assembly - District 44,405,804,0,0,1,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 19,Congressional - District 1,State Senate - District 15,Assembly - District 44,163,217,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 20,Congressional - District 1,State Senate - District 11,Assembly - District 31,223,285,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 21,Congressional - District 1,State Senate - District 11,Assembly - District 31,485,644,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 22,Congressional - District 1,State Senate - District 11,Assembly - District 31,539,710,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 23,Congressional - District 1,State Senate - District 11,Assembly - District 31,243,379,0,0,2,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 24,Congressional - District 1,State Senate - District 15,Assembly - District 44,236,554,0,0,2,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 25,Congressional - District 1,State Senate - District 15,Assembly - District 44,420,712,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 26,Congressional - District 1,State Senate - District 11,Assembly - District 31,0,0,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 27,Congressional - District 1,State Senate - District 15,Assembly - District 44,651,948,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 28,Congressional - District 1,State Senate - District 15,Assembly - District 44,480,838,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 29,Congressional - District 1,State Senate - District 11,Assembly - District 31,3,9,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 30,Congressional - District 2,State Senate - District 15,Assembly - District 43,0,0,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 31,Congressional - District 1,State Senate - District 15,Assembly - District 43,0,0,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 32,Congressional - District 1,State Senate - District 15,Assembly - District 43,0,0,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 33,Congressional - District 1,State Senate - District 15,Assembly - District 43,0,1,0,0,0,US senator
ROCK,City of JANESVILLE,City of JANESVILLE Ward 34,Congressional - District 2,State Senate - District 11,Assembly - District 31,0,0,0,0,0,US senator
ROCK,City of MILTON,City of MILTON Wards 1-12,Congressional - District 1,State Senate - District 15,Assembly - District 43,948,1615,0,0,5,US senator
ROCK,City of MILTON,City of MILTON Ward 13,Congressional - District 2,State Senate - District 15,Assembly - District 43,0,0,0,0,0,US senator
RUSK,Town of ATLANTA,Town of ATLANTA Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,160,122,0,0,0,US senator
RUSK,Town of BIG BEND,Town of BIG BEND Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,123,106,0,0,0,US senator
RUSK,Town of BIG FALLS,Town of BIG FALLS Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,36,35,0,0,0,US senator
RUSK,Town of CEDAR RAPIDS,Town of CEDAR RAPIDS Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,16,10,0,0,0,US senator
RUSK,Town of DEWEY,Town of DEWEY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,155,119,0,0,0,US senator
RUSK,Town of FLAMBEAU,Town of FLAMBEAU Wards 1-3,Congressional - District 7,State Senate - District 29,Assembly - District 87,271,171,0,0,0,US senator
RUSK,Town of GRANT,Town of GRANT Wards 1-5,Congressional - District 7,State Senate - District 29,Assembly - District 87,166,137,0,0,0,US senator
RUSK,Town of GROW,Town of GROW Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,129,47,0,0,6,US senator
RUSK,Town of HAWKINS,Town of HAWKINS Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,23,34,0,0,0,US senator
RUSK,Town of HUBBARD,Town of HUBBARD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,47,30,0,0,0,US senator
RUSK,Town of LAWRENCE,Town of LAWRENCE Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,78,31,0,0,1,US senator
RUSK,Town of MARSHALL,Town of MARSHALL Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,108,59,0,0,0,US senator
RUSK,Town of MURRY,Town of MURRY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,58,51,0,0,0,US senator
RUSK,Town of RICHLAND,Town of RICHLAND Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,58,44,0,0,0,US senator
RUSK,Town of RUSK,Town of RUSK Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,164,119,0,0,0,US senator
RUSK,Town of SOUTH FORK,Town of SOUTH FORK Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,30,29,0,0,0,US senator
RUSK,Town of STRICKLAND,Town of STRICKLAND Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,80,70,0,0,0,US senator
RUSK,Town of STUBBS,Town of STUBBS Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,131,138,0,0,0,US senator
RUSK,Town of THORNAPPLE,Town of THORNAPPLE Wards 1-5,Congressional - District 7,State Senate - District 29,Assembly - District 87,216,133,2,0,0,US senator
RUSK,Town of TRUE,Town of TRUE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,79,59,0,0,0,US senator
RUSK,Town of WASHINGTON,Town of WASHINGTON Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,104,93,0,0,1,US senator
RUSK,Town of WILKINSON,Town of WILKINSON Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,12,8,0,0,0,US senator
RUSK,Town of WILLARD,Town of WILLARD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,125,86,1,0,0,US senator
RUSK,Town of WILSON,Town of WILSON Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,43,18,0,0,0,US senator
RUSK,Village of BRUCE,Village of BRUCE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,152,117,0,0,0,US senator
RUSK,Village of CONRATH,Village of CONRATH Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,10,16,0,0,0,US senator
RUSK,Village of GLEN FLORA,Village of GLEN FLORA Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,19,14,0,0,0,US senator
RUSK,Village of HAWKINS,Village of HAWKINS Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,73,59,0,0,0,US senator
RUSK,Village of INGRAM,Village of INGRAM Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,15,17,0,0,0,US senator
RUSK,Village of SHELDON,Village of SHELDON Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,48,34,0,0,0,US senator
RUSK,Village of TONY,Village of TONY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,25,17,0,0,0,US senator
RUSK,Village of WEYERHAEUSER,Village of WEYERHAEUSER Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,46,46,0,0,0,US senator
RUSK,City of LADYSMITH,City of LADYSMITH Wards 1-15,Congressional - District 7,State Senate - District 29,Assembly - District 87,581,585,0,0,0,US senator
ST. CROIX,Town of BALDWIN,Town of BALDWIN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 29,296,170,0,0,0,US senator
ST. CROIX,Town of CADY,Town of CADY Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 29,255,157,0,0,0,US senator
ST. CROIX,Town of CYLON,Town of CYLON Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 29,195,121,0,0,0,US senator
