county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
PORTAGE,Town of HULL,Town of HULL Wards 4-5,Congressional - District 3,State Senate - District 24,Assembly - District 70,469,470,0,0,1,US senator
PORTAGE,Town of HULL,Town of HULL Wards 6-8,Congressional - District 3,State Senate - District 24,Assembly - District 70,466,588,0,0,0,US senator
PORTAGE,Town of LANARK,Town of LANARK Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 71,416,395,0,0,0,US senator
PORTAGE,Town of LINWOOD,Town of LINWOOD Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 71,310,309,0,0,0,US senator
PORTAGE,Town of NEW HOPE,Town of NEW HOPE Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 71,168,280,0,0,0,US senator
PORTAGE,Town of PINE GROVE,Town of PINE GROVE Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 72,163,147,0,0,0,US senator
PORTAGE,Town of PLOVER,Town of PLOVER Wards 1-3,Congressional - District 3,State Senate - District 24,Assembly - District 71,429,370,0,0,0,US senator
PORTAGE,Town of SHARON,Town of SHARON Wards 1-3,Congressional - District 3,State Senate - District 24,Assembly - District 71,597,559,0,0,2,US senator
PORTAGE,Town of STOCKTON,Town of STOCKTON Wards 1-5,Congressional - District 3,State Senate - District 24,Assembly - District 71,823,822,0,0,2,US senator
PORTAGE,Village of ALMOND,Village of ALMOND Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 72,86,72,0,0,0,US senator
PORTAGE,Village of AMHERST,Village of AMHERST Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 71,210,309,0,0,1,US senator
PORTAGE,Village of AMHERST JUNCTION,Village of AMHERST JUNCTION Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 71,97,87,0,0,0,US senator
PORTAGE,Village of JUNCTION CITY,Village of JUNCTION CITY Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,71,89,1,0,0,US senator
PORTAGE,VILLAGE OF MILLADORE,VILLAGE OF MILLADORE Ward 2,Congressional - District 3,State Senate - District 24,Assembly - District 70,1,3,0,0,0,US senator
PORTAGE,Village of NELSONVILLE,Village of NELSONVILLE Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 71,32,67,0,0,0,US senator
PORTAGE,Village of PARK RIDGE,Village of PARK RIDGE Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 71,119,223,0,0,1,US senator
PORTAGE,Village of PLOVER,Village of PLOVER Wards 1-3,Congressional - District 3,State Senate - District 24,Assembly - District 71,883,1126,0,0,2,US senator
PORTAGE,Village of PLOVER,Village of PLOVER Wards 4-6,Congressional - District 3,State Senate - District 24,Assembly - District 71,1045,1345,0,0,4,US senator
PORTAGE,Village of PLOVER,Village of PLOVER Wards 7-9,Congressional - District 3,State Senate - District 24,Assembly - District 71,670,1004,0,0,1,US senator
PORTAGE,Village of ROSHOLT,Village of ROSHOLT Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 71,95,103,0,0,0,US senator
PORTAGE,Village of WHITING,Village of WHITING Wards 1-4,Congressional - District 3,State Senate - District 24,Assembly - District 71,350,562,0,0,1,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 1-3,Congressional - District 3,State Senate - District 24,Assembly - District 71,278,774,0,1,4,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 4-6,Congressional - District 3,State Senate - District 24,Assembly - District 71,283,729,0,0,1,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 7-9,Congressional - District 3,State Senate - District 24,Assembly - District 71,264,680,0,0,2,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 10-12,Congressional - District 3,State Senate - District 24,Assembly - District 71,284,702,0,0,3,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 13-15,Congressional - District 3,State Senate - District 24,Assembly - District 71,313,814,0,0,2,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 16-18,Congressional - District 3,State Senate - District 24,Assembly - District 71,552,826,0,0,5,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 19-21,Congressional - District 3,State Senate - District 24,Assembly - District 71,349,697,0,0,0,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 22-24,Congressional - District 3,State Senate - District 24,Assembly - District 71,484,855,0,0,0,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 25-27,Congressional - District 3,State Senate - District 24,Assembly - District 71,325,684,0,0,6,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 28-30,Congressional - District 3,State Senate - District 24,Assembly - District 71,425,751,0,0,1,US senator
PORTAGE,City of STEVENS POINT,City of STEVENS POINT Wards 31-33,Congressional - District 3,State Senate - District 24,Assembly - District 71,255,572,0,0,2,US senator
PORTAGE,City of STEVENS POINT,"City of STEVENS POINT Wards 34,42",Congressional - District 3,State Senate - District 24,Assembly - District 70,0,0,0,0,0,US senator
PORTAGE,City of STEVENS POINT,"City of STEVENS POINT Wards 35,40,43,46",Congressional - District 3,State Senate - District 24,Assembly - District 70,2,4,0,0,0,US senator
PORTAGE,City of STEVENS POINT,"City of STEVENS POINT Wards 36,38,41,45",Congressional - District 3,State Senate - District 24,Assembly - District 70,0,0,0,0,0,US senator
PORTAGE,City of STEVENS POINT,"City of STEVENS POINT Wards 37,39,44",Congressional - District 3,State Senate - District 24,Assembly - District 70,0,1,0,0,0,US senator
PRICE,Town of CATAWBA,Town of CATAWBA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,57,64,0,0,0,US senator
PRICE,Town of EISENSTEIN,Town of EISENSTEIN Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,152,167,0,0,0,US senator
PRICE,Town of ELK,Town of ELK Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,300,264,0,0,0,US senator
PRICE,Town of EMERY,Town of EMERY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,87,81,0,0,0,US senator
PRICE,Town of FIFIELD,Town of FIFIELD Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,163,155,0,0,0,US senator
PRICE,Town of FIFIELD,Town of FIFIELD Ward 2,Congressional - District 7,State Senate - District 25,Assembly - District 74,99,69,0,0,0,US senator
PRICE,Town of FLAMBEAU,Town of FLAMBEAU Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,157,115,0,0,0,US senator
PRICE,Town of GEORGETOWN,Town of GEORGETOWN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,51,33,0,0,0,US senator
PRICE,Town of HACKETT,Town of HACKETT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,60,43,0,0,0,US senator
PRICE,Town of HARMONY,Town of HARMONY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,67,52,0,0,0,US senator
PRICE,Town of HILL,Town of HILL Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,104,59,0,0,0,US senator
PRICE,Town of KENNAN,Town of KENNAN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,71,65,0,0,0,US senator
PRICE,Town of KNOX,Town of KNOX Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,96,81,0,0,0,US senator
PRICE,Town of LAKE,Town of LAKE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,287,313,0,0,0,US senator
PRICE,Town of OGEMA,Town of OGEMA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,211,136,0,0,0,US senator
PRICE,Town of PRENTICE,Town of PRENTICE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,119,81,0,0,0,US senator
PRICE,Town of SPIRIT,Town of SPIRIT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,102,57,0,0,0,US senator
PRICE,Town of WORCESTER,Town of WORCESTER Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 74,492,363,0,0,0,US senator
PRICE,Village of CATAWBA,Village of CATAWBA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,30,29,0,0,0,US senator
PRICE,Village of KENNAN,Village of KENNAN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,25,30,0,0,0,US senator
PRICE,Village of PRENTICE,Village of PRENTICE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,157,104,0,0,0,US senator
PRICE,City of PARK FALLS,City of PARK FALLS Wards 1-7,Congressional - District 7,State Senate - District 25,Assembly - District 74,397,479,0,0,0,US senator
PRICE,City of PHILLIPS,City of PHILLIPS Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 74,231,296,0,0,0,US senator
RACINE,Town of BURLINGTON,Town of BURLINGTON Wards 1-7,Congressional - District 1,State Senate - District 21,Assembly - District 63,1173,720,0,0,4,US senator
RACINE,Town of BURLINGTON,Town of BURLINGTON Wards 8-10,Congressional - District 1,State Senate - District 11,Assembly - District 32,554,351,0,0,5,US senator
RACINE,Town of BURLINGTON,Town of BURLINGTON Ward 11,Congressional - District 1,State Senate - District 21,Assembly - District 63,218,164,0,0,0,US senator
RACINE,Town of DOVER,Town of DOVER Wards 1-8,Congressional - District 1,State Senate - District 21,Assembly - District 63,1129,653,0,0,2,US senator
RACINE,Town of NORWAY,Town of NORWAY Wards 1-11,Congressional - District 1,State Senate - District 21,Assembly - District 62,3063,1315,0,0,6,US senator
RACINE,Town of RAYMOND,Town of RAYMOND Wards 1-6,Congressional - District 1,State Senate - District 21,Assembly - District 62,1481,807,0,0,3,US senator
RACINE,Town of WATERFORD,Town of WATERFORD Wards 1-10,Congressional - District 1,State Senate - District 28,Assembly - District 83,2379,1073,0,0,1,US senator
RACINE,Village of CALEDONIA,Village of CALEDONIA Wards 1-2,Congressional - District 1,State Senate - District 21,Assembly - District 62,1069,656,0,0,2,US senator
RACINE,Village of CALEDONIA,Village of CALEDONIA Wards 3-5,Congressional - District 1,State Senate - District 21,Assembly - District 62,1262,993,0,0,1,US senator
RACINE,Village of CALEDONIA,Village of CALEDONIA Ward 3B,Congressional - District 1,State Senate - District 21,Assembly - District 63,0,0,0,0,0,US senator
RACINE,Village of CALEDONIA,Village of CALEDONIA Wards 6-8,Congressional - District 1,State Senate - District 21,Assembly - District 62,961,962,0,0,3,US senator
RACINE,Village of CALEDONIA,"Village of CALEDONIA Wards 9-10,12-13",Congressional - District 1,State Senate - District 21,Assembly - District 62,1242,1407,0,0,3,US senator
RACINE,Village of CALEDONIA,"Village of CALEDONIA Wards 11,14-15,17",Congressional - District 1,State Senate - District 21,Assembly - District 62,1453,1226,0,0,5,US senator
RACINE,Village of CALEDONIA,"Village of CALEDONIA Wards 16,18-19",Congressional - District 1,State Senate - District 21,Assembly - District 62,915,765,0,0,6,US senator
RACINE,Village of CALEDONIA,Village of CALEDONIA Ward 20,Congressional - District 1,State Senate - District 21,Assembly - District 63,287,226,0,0,1,US senator
RACINE,Village of ELMWOOD PARK,Village of ELMWOOD PARK Ward 1,Congressional - District 1,State Senate - District 22,Assembly - District 64,146,166,0,0,0,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 1,17,20",Congressional - District 1,State Senate - District 21,Assembly - District 63,653,736,0,0,3,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 2-4,11",Congressional - District 1,State Senate - District 21,Assembly - District 63,780,1128,0,0,3,US senator
RACINE,Village of MOUNT PLEASANT,Village of MOUNT PLEASANT Ward 5,Congressional - District 1,State Senate - District 21,Assembly - District 62,350,419,0,0,1,US senator
RACINE,Village of MOUNT PLEASANT,Village of MOUNT PLEASANT Wards 6-8,Congressional - District 1,State Senate - District 21,Assembly - District 63,856,968,0,0,3,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 9,13-14",Congressional - District 1,State Senate - District 21,Assembly - District 63,1186,1006,0,0,3,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 10,12,15-16",Congressional - District 1,State Senate - District 21,Assembly - District 63,1438,1480,1,0,3,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 18,23",Congressional - District 1,State Senate - District 22,Assembly - District 64,210,452,0,0,2,US senator
RACINE,Village of MOUNT PLEASANT,"Village of MOUNT PLEASANT Wards 19,21-22",Congressional - District 1,State Senate - District 22,Assembly - District 64,1126,1151,0,0,7,US senator
RACINE,Village of NORTH BAY,Village of NORTH BAY Ward 1,Congressional - District 1,State Senate - District 21,Assembly - District 62,72,86,0,0,0,US senator
RACINE,Village of ROCHESTER,Village of ROCHESTER Wards 1-6,Congressional - District 1,State Senate - District 21,Assembly - District 63,1404,715,0,0,1,US senator
RACINE,Village of STURTEVANT,Village of STURTEVANT Wards 1-8,Congressional - District 1,State Senate - District 21,Assembly - District 63,1087,1146,0,0,2,US senator
RACINE,Village of UNION GROVE,Village of UNION GROVE Wards 1-7,Congressional - District 1,State Senate - District 21,Assembly - District 63,1254,858,0,0,6,US senator
RACINE,Village of WATERFORD,Village of WATERFORD Wards 1-7,Congressional - District 1,State Senate - District 28,Assembly - District 83,1645,1021,0,0,3,US senator
RACINE,Village of WIND POINT,Village of WIND POINT Wards 1-3,Congressional - District 1,State Senate - District 21,Assembly - District 62,572,563,0,0,0,US senator
RACINE,Village of Yorkville,Village of Yorkville Wards 1-5,Congressional - District 1,State Senate - District 21,Assembly - District 63,1080,648,0,0,2,US senator
RACINE,City of BURLINGTON,City of BURLINGTON Wards 1-4,Congressional - District 1,State Senate - District 21,Assembly - District 63,1191,1101,0,0,4,US senator
RACINE,City of BURLINGTON,City of BURLINGTON Wards 5-8,Congressional - District 1,State Senate - District 21,Assembly - District 63,1347,1162,0,0,4,US senator
RACINE,City of RACINE,City of RACINE Ward 1,Congressional - District 1,State Senate - District 22,Assembly - District 66,151,519,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 2,Congressional - District 1,State Senate - District 22,Assembly - District 66,73,514,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 3,Congressional - District 1,State Senate - District 22,Assembly - District 66,253,877,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 4,Congressional - District 1,State Senate - District 22,Assembly - District 66,28,465,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 5,Congressional - District 1,State Senate - District 22,Assembly - District 66,26,366,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 6,Congressional - District 1,State Senate - District 22,Assembly - District 66,115,375,0,0,3,US senator
RACINE,City of RACINE,City of RACINE Ward 7,Congressional - District 1,State Senate - District 22,Assembly - District 66,42,347,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 8,Congressional - District 1,State Senate - District 22,Assembly - District 66,60,426,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 9,Congressional - District 1,State Senate - District 22,Assembly - District 66,167,617,0,0,4,US senator
RACINE,City of RACINE,City of RACINE Ward 10,Congressional - District 1,State Senate - District 22,Assembly - District 66,285,552,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 11,Congressional - District 1,State Senate - District 22,Assembly - District 66,211,517,0,0,4,US senator
RACINE,City of RACINE,City of RACINE Ward 12,Congressional - District 1,State Senate - District 22,Assembly - District 66,251,452,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 13,Congressional - District 1,State Senate - District 21,Assembly - District 62,308,562,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 14,Congressional - District 1,State Senate - District 22,Assembly - District 66,290,638,0,0,3,US senator
RACINE,City of RACINE,City of RACINE Ward 15,Congressional - District 1,State Senate - District 22,Assembly - District 66,170,517,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 16,Congressional - District 1,State Senate - District 21,Assembly - District 62,465,719,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 17,Congressional - District 1,State Senate - District 22,Assembly - District 66,62,285,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 18,Congressional - District 1,State Senate - District 22,Assembly - District 66,21,283,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 19,Congressional - District 1,State Senate - District 22,Assembly - District 66,25,250,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 20,Congressional - District 1,State Senate - District 21,Assembly - District 62,451,782,0,0,4,US senator
RACINE,City of RACINE,City of RACINE Ward 21,Congressional - District 1,State Senate - District 22,Assembly - District 66,197,597,0,0,3,US senator
RACINE,City of RACINE,City of RACINE Ward 22,Congressional - District 1,State Senate - District 22,Assembly - District 66,346,871,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 23,Congressional - District 1,State Senate - District 22,Assembly - District 66,264,776,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 24,Congressional - District 1,State Senate - District 22,Assembly - District 66,310,623,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 25,Congressional - District 1,State Senate - District 22,Assembly - District 64,203,664,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 26,Congressional - District 1,State Senate - District 22,Assembly - District 64,84,75,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 27,Congressional - District 1,State Senate - District 21,Assembly - District 62,500,876,0,0,4,US senator
RACINE,City of RACINE,City of RACINE Ward 28,Congressional - District 1,State Senate - District 21,Assembly - District 62,409,733,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 29,Congressional - District 1,State Senate - District 22,Assembly - District 66,340,709,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 30,Congressional - District 1,State Senate - District 22,Assembly - District 66,205,565,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 31,Congressional - District 1,State Senate - District 22,Assembly - District 66,183,329,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 32,Congressional - District 1,State Senate - District 22,Assembly - District 66,152,457,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 33,Congressional - District 1,State Senate - District 22,Assembly - District 66,227,506,0,0,2,US senator
RACINE,City of RACINE,City of RACINE Ward 34,Congressional - District 1,State Senate - District 21,Assembly - District 62,326,532,0,0,1,US senator
RACINE,City of RACINE,City of RACINE Ward 35,Congressional - District 1,State Senate - District 21,Assembly - District 62,278,487,0,0,0,US senator
RACINE,City of RACINE,City of RACINE Ward 36,Congressional - District 1,State Senate - District 21,Assembly - District 62,152,410,0,0,0,US senator
RICHLAND,Town of AKAN,Town of AKAN Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,94,100,0,0,0,US senator
RICHLAND,Town of BLOOM,Town of BLOOM Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,92,114,0,0,1,US senator
RICHLAND,Town of BUENA VISTA,Town of BUENA VISTA Wards 1-3,Congressional - District 2,State Senate - District 17,Assembly - District 51,297,363,0,0,2,US senator
RICHLAND,Town of BUENA VISTA,Town of BUENA VISTA Ward 4,Congressional - District 3,State Senate - District 17,Assembly - District 51,0,0,0,0,0,US senator
RICHLAND,Town of DAYTON,Town of DAYTON Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,133,168,0,0,1,US senator
RICHLAND,Town of EAGLE,Town of EAGLE Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,95,88,0,0,0,US senator
RICHLAND,Town of FOREST,Town of FOREST Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,73,104,0,0,0,US senator
RICHLAND,Town of HENRIETTA,Town of HENRIETTA Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,75,135,0,0,1,US senator
RICHLAND,Town of ITHACA,Town of ITHACA Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,111,145,0,0,0,US senator
RICHLAND,Town of MARSHALL,Town of MARSHALL Wards 1-2,Congressional - District 3,State Senate - District 17,Assembly - District 50,144,126,0,0,0,US senator
RICHLAND,Town of ORION,Town of ORION Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 51,95,129,0,0,0,US senator
RICHLAND,Town of RICHLAND,Town of RICHLAND Wards 1-4,Congressional - District 3,State Senate - District 17,Assembly - District 50,294,264,0,0,0,US senator
RICHLAND,Town of RICHWOOD,Town of RICHWOOD Wards 1-2,Congressional - District 3,State Senate - District 17,Assembly - District 49,87,144,0,0,0,US senator
RICHLAND,Town of ROCKBRIDGE,Town of ROCKBRIDGE Wards 1-3,Congressional - District 3,State Senate - District 17,Assembly - District 50,142,195,0,0,0,US senator
RICHLAND,Town of SYLVAN,Town of SYLVAN Wards 1-2,Congressional - District 3,State Senate - District 17,Assembly - District 49,92,76,0,0,0,US senator
RICHLAND,Town of WESTFORD,Town of WESTFORD Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,90,141,0,0,0,US senator
RICHLAND,Town of WILLOW,Town of WILLOW Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 51,109,99,0,0,0,US senator
RICHLAND,Village of BOAZ,Village of BOAZ Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,22,36,0,0,0,US senator
RICHLAND,Village of CAZENOVIA,Village of CAZENOVIA Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 50,25,94,0,0,0,US senator
RICHLAND,Village of LONE ROCK,Village of LONE ROCK Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,124,229,0,0,0,US senator
RICHLAND,Village of VIOLA,Village of VIOLA Ward 2,Congressional - District 3,State Senate - District 17,Assembly - District 49,61,110,0,0,0,US senator
RICHLAND,Village of YUBA,Village of YUBA Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 49,5,20,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,85,96,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 2,Congressional - District 3,State Senate - District 17,Assembly - District 50,50,71,0,0,1,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 3,Congressional - District 3,State Senate - District 17,Assembly - District 50,52,88,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 4,Congressional - District 3,State Senate - District 17,Assembly - District 50,55,104,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 5,Congressional - District 3,State Senate - District 17,Assembly - District 50,66,107,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 6,Congressional - District 3,State Senate - District 17,Assembly - District 50,64,87,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 7,Congressional - District 3,State Senate - District 17,Assembly - District 50,45,82,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 8,Congressional - District 3,State Senate - District 17,Assembly - District 50,46,121,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 9,Congressional - District 3,State Senate - District 17,Assembly - District 50,81,99,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 10,Congressional - District 3,State Senate - District 17,Assembly - District 50,55,88,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 11,Congressional - District 3,State Senate - District 17,Assembly - District 50,57,85,0,0,0,US senator
RICHLAND,City of RICHLAND CENTER,City of RICHLAND CENTER Ward 12,Congressional - District 3,State Senate - District 17,Assembly - District 50,64,92,0,0,0,US senator
ROCK,Town of AVON,Town of AVON Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 45,156,151,0,0,0,US senator
ROCK,Town of BELOIT,Town of BELOIT Wards 1-3,Congressional - District 2,State Senate - District 15,Assembly - District 45,544,571,0,0,1,US senator
ROCK,Town of BELOIT,Town of BELOIT Wards 4-6,Congressional - District 2,State Senate - District 15,Assembly - District 45,370,571,0,0,0,US senator
ROCK,Town of BELOIT,Town of BELOIT Wards 7-10,Congressional - District 2,State Senate - District 11,Assembly - District 31,694,835,0,0,3,US senator
ROCK,Town of BELOIT,Town of BELOIT Ward 11,Congressional - District 2,State Senate - District 15,Assembly - District 45,79,95,0,0,0,US senator
ROCK,Town of BRADFORD,Town of BRADFORD Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,271,216,0,0,0,US senator
ROCK,Town of CENTER,Town of CENTER Wards 1-2,Congressional - District 2,State Senate - District 15,Assembly - District 43,226,342,0,0,0,US senator
ROCK,Town of CLINTON,Town of CLINTON Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,256,155,0,0,1,US senator
ROCK,Town of FULTON,Town of FULTON Wards 1-6,Congressional - District 2,State Senate - District 15,Assembly - District 43,816,1055,0,0,3,US senator
ROCK,Town of HARMONY,Town of HARMONY Ward 1,Congressional - District 2,State Senate - District 11,Assembly - District 31,179,263,0,0,0,US senator
ROCK,Town of HARMONY,Town of HARMONY Wards 2-5,Congressional - District 1,State Senate - District 11,Assembly - District 31,425,563,0,0,0,US senator
ROCK,Town of HARMONY,Town of HARMONY Ward 6,Congressional - District 1,State Senate - District 15,Assembly - District 44,0,2,0,0,0,US senator
ROCK,Town of JANESVILLE,Town of JANESVILLE Wards 1-6,Congressional - District 2,State Senate - District 15,Assembly - District 43,841,1009,0,0,4,US senator
ROCK,Town of JANESVILLE,Town of JANESVILLE Wards 7-9,Congressional - District 1,State Senate - District 15,Assembly - District 43,79,110,0,0,0,US senator
ROCK,Town of JOHNSTOWN,Town of JOHNSTOWN Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,207,223,0,0,0,US senator
ROCK,Town of LA PRAIRIE,Town of LA PRAIRIE Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,149,158,0,0,0,US senator
ROCK,Town of LA PRAIRIE,Town of LA PRAIRIE Ward 2,Congressional - District 2,State Senate - District 11,Assembly - District 31,60,52,0,0,0,US senator
ROCK,Town of LIMA,Town of LIMA Wards 1-2,Congressional - District 1,State Senate - District 15,Assembly - District 43,255,303,0,0,0,US senator
ROCK,Town of MAGNOLIA,Town of MAGNOLIA Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 45,137,217,0,0,0,US senator
ROCK,Town of MILTON,Town of MILTON Ward 1,Congressional - District 1,State Senate - District 15,Assembly - District 43,203,207,0,0,0,US senator
ROCK,Town of MILTON,Town of MILTON Wards 2-4,Congressional - District 2,State Senate - District 15,Assembly - District 43,519,652,0,0,1,US senator
ROCK,Town of NEWARK,Town of NEWARK Wards 1-3,Congressional - District 2,State Senate - District 15,Assembly - District 45,419,371,0,0,0,US senator
ROCK,Town of PLYMOUTH,Town of PLYMOUTH Wards 1-2,Congressional - District 2,State Senate - District 15,Assembly - District 43,275,316,0,0,1,US senator
ROCK,Town of PORTER,Town of PORTER Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 43,186,375,0,0,1,US senator
ROCK,Town of ROCK,"Town of ROCK Wards 1-4,6",Congressional - District 2,State Senate - District 15,Assembly - District 43,403,626,0,0,1,US senator
ROCK,Town of ROCK,"Town of ROCK Wards 5,7",Congressional - District 1,State Senate - District 15,Assembly - District 43,82,93,0,0,0,US senator
ROCK,Town of ROCK,Town of ROCK Ward 8,Congressional - District 1,State Senate - District 15,Assembly - District 44,0,0,0,0,0,US senator
ROCK,Town of SPRING VALLEY,Town of SPRING VALLEY Ward 1,Congressional - District 2,State Senate - District 15,Assembly - District 45,186,183,0,0,0,US senator
ROCK,Town of TURTLE,"Town of TURTLE Wards 1,4",Congressional - District 2,State Senate - District 11,Assembly - District 31,268,279,0,0,0,US senator
