contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,146147,59171,4,SHAWANO,VILLAGE OF PULASKI,"VILLAGE OF PULASKI Wards 4,7",Congressional - District 8,State Senate - District 2,Assembly - District 6,38,24,0,0,secretary of state
SECRETARY OF STATE,145329,59186,1,SHAWANO,Village of TIGERTON,Village of TIGERTON Ward 1,Congressional - District 8,State Senate - District 2,Assembly - District 6,187,101,0,0,secretary of state
SECRETARY OF STATE,145331,59191,1,SHAWANO,Village of WITTENBERG,Village of WITTENBERG Wards 1-2,Congressional - District 8,State Senate - District 2,Assembly - District 6,189,147,0,0,secretary of state
SECRETARY OF STATE,146181,59252,4,SHAWANO,CITY OF MARION,CITY OF MARION Wards 4-6,Congressional - District 8,State Senate - District 14,Assembly - District 40,5,1,0,0,secretary of state
SECRETARY OF STATE,143096,59281,1,SHAWANO,City of SHAWANO,City of SHAWANO Wards 1-2,Congressional - District 8,State Senate - District 2,Assembly - District 6,293,223,0,0,secretary of state
SECRETARY OF STATE,143097,59281,3,SHAWANO,City of SHAWANO,City of SHAWANO Wards 3-4,Congressional - District 8,State Senate - District 2,Assembly - District 6,296,239,0,0,secretary of state
SECRETARY OF STATE,143098,59281,5,SHAWANO,City of SHAWANO,City of SHAWANO Wards 5-6,Congressional - District 8,State Senate - District 2,Assembly - District 6,260,238,0,0,secretary of state
SECRETARY OF STATE,143099,59281,7,SHAWANO,City of SHAWANO,City of SHAWANO Wards 7-8,Congressional - District 8,State Senate - District 2,Assembly - District 6,266,220,0,0,secretary of state
SECRETARY OF STATE,143100,59281,9,SHAWANO,City of SHAWANO,City of SHAWANO Wards 9-10,Congressional - District 8,State Senate - District 2,Assembly - District 6,327,268,0,0,secretary of state
SECRETARY OF STATE,143101,59281,11,SHAWANO,City of SHAWANO,City of SHAWANO Wards 11-12,Congressional - District 8,State Senate - District 2,Assembly - District 6,333,282,0,0,secretary of state
SECRETARY OF STATE,145872,60002,1,SHEBOYGAN,Town of GREENBUSH,Town of GREENBUSH Wards 1-3,Congressional - District 6,State Senate - District 20,Assembly - District 59,512,303,0,0,secretary of state
SECRETARY OF STATE,144042,60004,1,SHEBOYGAN,Town of HERMAN,Town of HERMAN Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 27,600,291,0,1,secretary of state
SECRETARY OF STATE,143218,60006,1,SHEBOYGAN,Town of HOLLAND,Town of HOLLAND Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 26,1038,332,0,3,secretary of state
SECRETARY OF STATE,145204,60008,1,SHEBOYGAN,Town of LIMA,Town of LIMA Wards 1-4,Congressional - District 6,State Senate - District 9,Assembly - District 26,1150,438,0,1,secretary of state
SECRETARY OF STATE,144036,60010,1,SHEBOYGAN,Town of LYNDON,Town of LYNDON Wards 1-3,Congressional - District 6,State Senate - District 20,Assembly - District 59,562,282,0,0,secretary of state
SECRETARY OF STATE,145795,60012,1,SHEBOYGAN,Town of MITCHELL,Town of MITCHELL Wards 1-3,Congressional - District 6,State Senate - District 20,Assembly - District 59,452,189,0,13,secretary of state
SECRETARY OF STATE,145571,60014,1,SHEBOYGAN,Town of MOSEL,Town of MOSEL Ward 1,Congressional - District 6,State Senate - District 9,Assembly - District 27,262,152,0,0,secretary of state
SECRETARY OF STATE,143557,60016,1,SHEBOYGAN,Town of PLYMOUTH,Town of PLYMOUTH Wards 1-4,Congressional - District 6,State Senate - District 9,Assembly - District 27,1118,629,0,2,secretary of state
SECRETARY OF STATE,146377,60018,1,SHEBOYGAN,Town of RHINE,Town of RHINE Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 27,772,502,0,0,secretary of state
SECRETARY OF STATE,143030,60020,1,SHEBOYGAN,Town of RUSSELL,Town of RUSSELL Ward 1,Congressional - District 6,State Senate - District 20,Assembly - District 59,132,44,0,0,secretary of state
SECRETARY OF STATE,146488,60022,1,SHEBOYGAN,Town of SCOTT,Town of SCOTT Wards 1-3,Congressional - District 6,State Senate - District 20,Assembly - District 59,706,209,0,3,secretary of state
SECRETARY OF STATE,145948,60024,1,SHEBOYGAN,Town of SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,Congressional - District 6,State Senate - District 9,Assembly - District 27,2273,1856,0,1,secretary of state
SECRETARY OF STATE,144929,60026,1,SHEBOYGAN,Town of SHEBOYGAN FALLS,Town of SHEBOYGAN FALLS Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 27,623,274,0,0,secretary of state
SECRETARY OF STATE,145831,60028,1,SHEBOYGAN,Town of SHERMAN,Town of SHERMAN Wards 1-2,Congressional - District 6,State Senate - District 9,Assembly - District 26,578,190,0,1,secretary of state
SECRETARY OF STATE,144919,60030,1,SHEBOYGAN,Town of WILSON,Town of WILSON Wards 1-4,Congressional - District 6,State Senate - District 9,Assembly - District 26,1159,853,0,1,secretary of state
SECRETARY OF STATE,142994,60101,1,SHEBOYGAN,Village of ADELL,Village of ADELL Ward 1,Congressional - District 6,State Senate - District 9,Assembly - District 26,166,56,0,0,secretary of state
SECRETARY OF STATE,145796,60111,1,SHEBOYGAN,Village of CASCADE,Village of CASCADE Ward 1,Congressional - District 6,State Senate - District 20,Assembly - District 59,227,107,0,2,secretary of state
SECRETARY OF STATE,145969,60112,1,SHEBOYGAN,Village of CEDAR GROVE,Village of CEDAR GROVE Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 26,792,230,0,1,secretary of state
SECRETARY OF STATE,145840,60121,1,SHEBOYGAN,Village of ELKHART LAKE,Village of ELKHART LAKE Wards 1-2,Congressional - District 6,State Senate - District 9,Assembly - District 27,356,297,0,1,secretary of state
SECRETARY OF STATE,145842,60131,1,SHEBOYGAN,Village of GLENBEULAH,Village of GLENBEULAH Ward 1,Congressional - District 6,State Senate - District 9,Assembly - District 27,122,117,0,0,secretary of state
SECRETARY OF STATE,144968,60135,1,SHEBOYGAN,Village of HOWARDS GROVE,Village of HOWARDS GROVE Wards 1-4,Congressional - District 6,State Senate - District 9,Assembly - District 27,1051,673,0,0,secretary of state
SECRETARY OF STATE,145836,60141,1,SHEBOYGAN,Village of KOHLER,Village of KOHLER Wards 1-3,Congressional - District 6,State Senate - District 9,Assembly - District 27,745,506,0,1,secretary of state
SECRETARY OF STATE,144867,60165,1,SHEBOYGAN,Village of OOSTBURG,Village of OOSTBURG Wards 1-4,Congressional - District 6,State Senate - District 9,Assembly - District 26,1379,282,0,0,secretary of state
SECRETARY OF STATE,144885,60176,1,SHEBOYGAN,Village of RANDOM LAKE,Village of RANDOM LAKE Wards 1-2,Congressional - District 6,State Senate - District 9,Assembly - District 26,507,256,0,0,secretary of state
SECRETARY OF STATE,142992,60191,1,SHEBOYGAN,Village of WALDO,Village of WALDO Ward 1,Congressional - District 6,State Senate - District 20,Assembly - District 59,176,76,0,0,secretary of state
SECRETARY OF STATE,146678,60271,1,SHEBOYGAN,City of PLYMOUTH,City of PLYMOUTH Wards 1-12,Congressional - District 6,State Senate - District 9,Assembly - District 27,2130,1854,0,2,secretary of state
SECRETARY OF STATE,144461,60281,1,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 1,Congressional - District 6,State Senate - District 9,Assembly - District 27,489,591,0,1,secretary of state
SECRETARY OF STATE,144471,60281,2,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 2,Congressional - District 6,State Senate - District 9,Assembly - District 27,368,481,0,1,secretary of state
SECRETARY OF STATE,144474,60281,3,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 3,Congressional - District 6,State Senate - District 9,Assembly - District 27,339,413,0,1,secretary of state
SECRETARY OF STATE,144475,60281,4,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 4,Congressional - District 6,State Senate - District 9,Assembly - District 27,223,374,0,1,secretary of state
SECRETARY OF STATE,144476,60281,5,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 5,Congressional - District 6,State Senate - District 9,Assembly - District 27,426,501,0,0,secretary of state
SECRETARY OF STATE,144477,60281,6,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 6,Congressional - District 6,State Senate - District 9,Assembly - District 26,101,101,0,0,secretary of state
SECRETARY OF STATE,144478,60281,7,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 7,Congressional - District 6,State Senate - District 9,Assembly - District 26,49,38,0,0,secretary of state
SECRETARY OF STATE,144479,60281,8,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 8,Congressional - District 6,State Senate - District 9,Assembly - District 26,191,211,0,0,secretary of state
SECRETARY OF STATE,144480,60281,9,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 9,Congressional - District 6,State Senate - District 9,Assembly - District 27,38,44,0,0,secretary of state
SECRETARY OF STATE,144462,60281,10,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 10,Congressional - District 6,State Senate - District 9,Assembly - District 27,232,419,0,1,secretary of state
SECRETARY OF STATE,144463,60281,11,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 11,Congressional - District 6,State Senate - District 9,Assembly - District 27,259,388,0,3,secretary of state
SECRETARY OF STATE,144464,60281,12,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 12,Congressional - District 6,State Senate - District 9,Assembly - District 27,319,378,0,0,secretary of state
SECRETARY OF STATE,144465,60281,13,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 13,Congressional - District 6,State Senate - District 9,Assembly - District 26,342,668,0,2,secretary of state
SECRETARY OF STATE,144466,60281,14,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 14,Congressional - District 6,State Senate - District 9,Assembly - District 26,199,381,0,0,secretary of state
SECRETARY OF STATE,144487,60281,15,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 15,Congressional - District 6,State Senate - District 9,Assembly - District 26,131,228,0,1,secretary of state
SECRETARY OF STATE,144467,60281,16,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 16,Congressional - District 6,State Senate - District 9,Assembly - District 26,324,424,0,1,secretary of state
SECRETARY OF STATE,144468,60281,17,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 17,Congressional - District 6,State Senate - District 9,Assembly - District 26,238,355,0,0,secretary of state
SECRETARY OF STATE,144469,60281,18,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 18,Congressional - District 6,State Senate - District 9,Assembly - District 26,209,346,0,2,secretary of state
SECRETARY OF STATE,144470,60281,19,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 19,Congressional - District 6,State Senate - District 9,Assembly - District 26,446,519,0,1,secretary of state
SECRETARY OF STATE,144485,60281,20,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 20,Congressional - District 6,State Senate - District 9,Assembly - District 26,320,429,0,1,secretary of state
SECRETARY OF STATE,144488,60281,21,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 21,Congressional - District 6,State Senate - District 9,Assembly - District 26,126,198,0,0,secretary of state
SECRETARY OF STATE,144472,60281,22,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 22,Congressional - District 6,State Senate - District 9,Assembly - District 26,443,586,0,0,secretary of state
SECRETARY OF STATE,144473,60281,23,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 23,Congressional - District 6,State Senate - District 9,Assembly - District 26,529,580,0,0,secretary of state
SECRETARY OF STATE,144486,60281,24,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 24,Congressional - District 6,State Senate - District 9,Assembly - District 26,444,623,0,2,secretary of state
SECRETARY OF STATE,144481,60281,25,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 25,Congressional - District 6,State Senate - District 9,Assembly - District 26,378,452,0,0,secretary of state
SECRETARY OF STATE,144482,60281,26,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 26,Congressional - District 6,State Senate - District 9,Assembly - District 26,429,418,0,1,secretary of state
SECRETARY OF STATE,144483,60281,27,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 27,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,secretary of state
SECRETARY OF STATE,144460,60281,28,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 28,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,secretary of state
SECRETARY OF STATE,144484,60281,29,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 29,Congressional - District 6,State Senate - District 9,Assembly - District 26,0,0,0,0,secretary of state
SECRETARY OF STATE,144489,60281,30,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 30,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,secretary of state
SECRETARY OF STATE,144490,60281,31,SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 31,Congressional - District 6,State Senate - District 9,Assembly - District 26,0,0,0,0,secretary of state
SECRETARY OF STATE,146714,60282,1,SHEBOYGAN,City of SHEBOYGAN FALLS,City of SHEBOYGAN FALLS Wards 1-9,Congressional - District 6,State Senate - District 9,Assembly - District 26,2109,1805,0,3,secretary of state
SECRETARY OF STATE,146715,60282,10,SHEBOYGAN,City of SHEBOYGAN FALLS,City of SHEBOYGAN FALLS Wards 10-11,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,secretary of state
SECRETARY OF STATE,143610,61002,1,TAYLOR,Town of AURORA,Town of AURORA Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,93,46,0,0,secretary of state
SECRETARY OF STATE,143611,61004,1,TAYLOR,Town of BROWNING,Town of BROWNING Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,268,91,0,0,secretary of state
SECRETARY OF STATE,143612,61006,1,TAYLOR,Town of CHELSEA,Town of CHELSEA Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,231,103,0,0,secretary of state
SECRETARY OF STATE,143613,61008,1,TAYLOR,Town of CLEVELAND,Town of CLEVELAND Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,73,31,0,0,secretary of state
SECRETARY OF STATE,143614,61010,1,TAYLOR,Town of DEER CREEK,Town of DEER CREEK Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,221,63,0,0,secretary of state
SECRETARY OF STATE,145459,61012,1,TAYLOR,Town of FORD,Town of FORD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,83,31,0,0,secretary of state
SECRETARY OF STATE,145460,61014,1,TAYLOR,Town of GOODRICH,Town of GOODRICH Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,147,61,0,0,secretary of state
SECRETARY OF STATE,145461,61016,1,TAYLOR,Town of GREENWOOD,Town of GREENWOOD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,192,76,0,0,secretary of state
SECRETARY OF STATE,145462,61018,1,TAYLOR,Town of GROVER,Town of GROVER Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,75,28,0,0,secretary of state
SECRETARY OF STATE,143615,61020,1,TAYLOR,Town of HAMMEL,Town of HAMMEL Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,241,99,0,0,secretary of state
SECRETARY OF STATE,145463,61022,1,TAYLOR,Town of HOLWAY,Town of HOLWAY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,159,56,0,0,secretary of state
SECRETARY OF STATE,145464,61024,1,TAYLOR,Town of JUMP RIVER,Town of JUMP RIVER Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,72,46,0,0,secretary of state
SECRETARY OF STATE,145465,61026,1,TAYLOR,Town of LITTLE BLACK,Town of LITTLE BLACK Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,299,148,0,0,secretary of state
SECRETARY OF STATE,145466,61028,1,TAYLOR,Town of MAPLEHURST,Town of MAPLEHURST Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,93,45,0,0,secretary of state
SECRETARY OF STATE,143616,61030,1,TAYLOR,Town of MCKINLEY,Town of MCKINLEY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,113,32,0,0,secretary of state
SECRETARY OF STATE,146313,61032,1,TAYLOR,Town of MEDFORD,Town of MEDFORD Wards 1-3,Congressional - District 7,State Senate - District 29,Assembly - District 87,765,314,0,0,secretary of state
SECRETARY OF STATE,145467,61034,1,TAYLOR,Town of MOLITOR,Town of MOLITOR Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,100,50,0,0,secretary of state
SECRETARY OF STATE,145468,61036,1,TAYLOR,Town of PERSHING,Town of PERSHING Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,27,25,0,0,secretary of state
SECRETARY OF STATE,143618,61038,1,TAYLOR,Town of RIB LAKE,Town of RIB LAKE Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,223,103,0,0,secretary of state
SECRETARY OF STATE,143619,61040,1,TAYLOR,Town of ROOSEVELT,Town of ROOSEVELT Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,87,61,0,0,secretary of state
SECRETARY OF STATE,145469,61042,1,TAYLOR,Town of TAFT,Town of TAFT Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,75,52,0,0,secretary of state
SECRETARY OF STATE,145470,61044,1,TAYLOR,Town of WESTBORO,Town of WESTBORO Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,237,95,0,0,secretary of state
SECRETARY OF STATE,143620,61131,1,TAYLOR,Village of GILMAN,Village of GILMAN Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,86,78,0,0,secretary of state
SECRETARY OF STATE,143621,61146,1,TAYLOR,Village of LUBLIN,Village of LUBLIN Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,27,17,0,1,secretary of state
SECRETARY OF STATE,143622,61176,1,TAYLOR,Village of RIB LAKE,Village of RIB LAKE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,182,121,0,0,secretary of state
SECRETARY OF STATE,143623,61181,1,TAYLOR,Village of STETSONVILLE,Village of STETSONVILLE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,136,75,4,0,secretary of state
SECRETARY OF STATE,145471,61251,1,TAYLOR,City of MEDFORD,City of MEDFORD Wards 1-8,Congressional - District 7,State Senate - District 29,Assembly - District 87,904,703,0,0,secretary of state
SECRETARY OF STATE,143442,62002,1,TREMPEALEAU,Town of ALBION,Town of ALBION Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,158,144,0,0,secretary of state
SECRETARY OF STATE,143482,62004,1,TREMPEALEAU,Town of ARCADIA,Town of ARCADIA Wards 1-4,Congressional - District 3,State Senate - District 31,Assembly - District 92,449,338,0,0,secretary of state
SECRETARY OF STATE,146265,62006,1,TREMPEALEAU,Town of BURNSIDE,Town of BURNSIDE Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,98,97,0,0,secretary of state
SECRETARY OF STATE,146650,62008,1,TREMPEALEAU,Town of CALEDONIA,Town of CALEDONIA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,259,179,0,0,secretary of state
SECRETARY OF STATE,145579,62010,1,TREMPEALEAU,Town of CHIMNEY ROCK,Town of CHIMNEY ROCK Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,57,64,0,0,secretary of state
SECRETARY OF STATE,145827,62012,1,TREMPEALEAU,Town of DODGE,Town of DODGE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,111,99,0,1,secretary of state
SECRETARY OF STATE,145624,62014,1,TREMPEALEAU,Town of ETTRICK,Town of ETTRICK Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,324,326,0,0,secretary of state
SECRETARY OF STATE,145893,62016,1,TREMPEALEAU,Town of GALE,Town of GALE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,470,384,0,0,secretary of state
SECRETARY OF STATE,143755,62018,1,TREMPEALEAU,Town of HALE,Town of HALE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,266,228,0,0,secretary of state
SECRETARY OF STATE,146366,62020,1,TREMPEALEAU,Town of LINCOLN,Town of LINCOLN Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,129,144,0,1,secretary of state
SECRETARY OF STATE,145617,62022,1,TREMPEALEAU,Town of PIGEON,Town of PIGEON Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,156,167,0,0,secretary of state
SECRETARY OF STATE,145621,62024,1,TREMPEALEAU,Town of PRESTON,Town of PRESTON Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,185,186,0,0,secretary of state
SECRETARY OF STATE,146386,62026,1,TREMPEALEAU,Town of SUMNER,Town of SUMNER Ward 1,Congressional - District 3,State Senate - District 23,Assembly - District 68,235,179,0,0,secretary of state
SECRETARY OF STATE,146537,62028,1,TREMPEALEAU,Town of TREMPEALEAU,Town of TREMPEALEAU Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,494,434,0,0,secretary of state
SECRETARY OF STATE,145616,62030,1,TREMPEALEAU,Town of UNITY,Town of UNITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,122,123,0,0,secretary of state
SECRETARY OF STATE,146215,62121,1,TREMPEALEAU,Village of ELEVA,Village of ELEVA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,117,152,0,0,secretary of state
SECRETARY OF STATE,143186,62122,1,TREMPEALEAU,Village of ETTRICK,Village of ETTRICK Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,121,130,0,0,secretary of state
SECRETARY OF STATE,146378,62173,1,TREMPEALEAU,Village of PIGEON FALLS,Village of PIGEON FALLS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,76,89,0,0,secretary of state
SECRETARY OF STATE,143438,62181,1,TREMPEALEAU,Village of STRUM,Village of STRUM Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,175,242,0,0,secretary of state
SECRETARY OF STATE,144954,62186,1,TREMPEALEAU,Village of TREMPEALEAU,Village of TREMPEALEAU Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,413,434,0,0,secretary of state
SECRETARY OF STATE,143034,62201,1,TREMPEALEAU,City of ARCADIA,City of ARCADIA Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,344,273,0,2,secretary of state
SECRETARY OF STATE,145843,62206,1,TREMPEALEAU,City of BLAIR,City of BLAIR Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,195,235,0,1,secretary of state
SECRETARY OF STATE,146148,62231,1,TREMPEALEAU,City of GALESVILLE,City of GALESVILLE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,336,321,0,1,secretary of state
SECRETARY OF STATE,143912,62241,1,TREMPEALEAU,City of INDEPENDENCE,City of INDEPENDENCE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,207,187,0,1,secretary of state
SECRETARY OF STATE,143735,62265,1,TREMPEALEAU,City of OSSEO,City of OSSEO Wards 1-3,Congressional - District 3,State Senate - District 23,Assembly - District 68,325,380,0,0,secretary of state
SECRETARY OF STATE,146380,62291,1,TREMPEALEAU,City of WHITEHALL,City of WHITEHALL Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,266,329,0,0,secretary of state
SECRETARY OF STATE,143221,63002,1,VERNON,Town of BERGEN,Town of BERGEN Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,360,343,0,0,secretary of state
SECRETARY OF STATE,145995,63004,1,VERNON,Town of CHRISTIANA,Town of CHRISTIANA Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,224,207,0,0,secretary of state
SECRETARY OF STATE,143302,63006,1,VERNON,Town of CLINTON,Town of CLINTON Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,114,94,0,0,secretary of state
SECRETARY OF STATE,143307,63008,1,VERNON,Town of COON,Town of COON Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,160,232,0,0,secretary of state
SECRETARY OF STATE,143261,63010,1,VERNON,Town of FOREST,Town of FOREST Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,119,93,0,0,secretary of state
SECRETARY OF STATE,143337,63012,1,VERNON,Town of FRANKLIN,Town of FRANKLIN Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,283,233,0,0,secretary of state
SECRETARY OF STATE,145121,63014,1,VERNON,Town of GENOA,Town of GENOA Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,159,216,0,0,secretary of state
SECRETARY OF STATE,146031,63016,1,VERNON,Town of GREENWOOD,Town of GREENWOOD Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,101,86,0,0,secretary of state
SECRETARY OF STATE,143338,63018,1,VERNON,Town of HAMBURG,Town of HAMBURG Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,249,245,0,0,secretary of state
SECRETARY OF STATE,145018,63020,1,VERNON,Town of HARMONY,Town of HARMONY Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,153,156,0,2,secretary of state
SECRETARY OF STATE,145197,63022,1,VERNON,Town of HILLSBORO,Town of HILLSBORO Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,176,103,0,0,secretary of state
SECRETARY OF STATE,143383,63024,1,VERNON,Town of JEFFERSON,Town of JEFFERSON Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,301,288,0,0,secretary of state
SECRETARY OF STATE,145196,63026,1,VERNON,Town of KICKAPOO,Town of KICKAPOO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,120,123,0,0,secretary of state
SECRETARY OF STATE,145811,63028,1,VERNON,Town of LIBERTY,Town of LIBERTY Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,78,100,0,0,secretary of state
SECRETARY OF STATE,143117,63030,1,VERNON,Town of STARK,Town of STARK Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,83,110,0,0,secretary of state
SECRETARY OF STATE,143312,63032,1,VERNON,Town of STERLING,Town of STERLING Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,170,96,0,0,secretary of state
SECRETARY OF STATE,143315,63034,1,VERNON,Town of UNION,Town of UNION Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,93,99,0,0,secretary of state
SECRETARY OF STATE,145198,63036,1,VERNON,Town of VIROQUA,Town of VIROQUA Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,430,474,1,0,secretary of state
SECRETARY OF STATE,145199,63038,1,VERNON,Town of WEBSTER,Town of WEBSTER Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,109,207,0,0,secretary of state
SECRETARY OF STATE,143384,63040,1,VERNON,Town of WHEATLAND,Town of WHEATLAND Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,149,133,0,0,secretary of state
SECRETARY OF STATE,145020,63042,1,VERNON,Town of WHITESTOWN,Town of WHITESTOWN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,100,103,0,0,secretary of state
