county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,scott_walker_rebecca_kleefisch_rep,tony_evers_mandela_barnes_dem,phillip_anderson_patrick_baird_lib,michael_j_white_tiffany_anderson_wgr,maggie_turnbull_wil_losch_ind,arnie_enz_no_candidate_ind,ryan_cason_write_in_no_candidate_rep,paul_boucher_write_in_no_candidate_dem,mark_s_grimek_write_in_no_candidate_con,jared_william_landry_write_in_no_candidate_dem,robbie_hoffman_write_in_no_candidate_ind,richard_michael_turtenwald_write_in_no_candidate_ind,no_candidate_corban_gehler_write_in_dem,no_candidate_william_henry_davis_iii_write_in_dem,scattering,race
BROWN,Village of BELLEVUE,Village of BELLEVUE Wards 7-10,Congressional - District 8,State Senate - District 30,Assembly - District 88,2210,1611,25,11,17,4,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of DENMARK,Village of DENMARK Wards 1-4,Congressional - District 8,State Senate - District 1,Assembly - District 2,564,353,7,1,11,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOBART,Village of HOBART Wards 1-8,Congressional - District 8,State Senate - District 2,Assembly - District 5,2515,1585,35,12,15,3,0,0,0,0,0,0,0,0,2,governor
BROWN,Village of HOBART,Village of HOBART Ward 9,Congressional - District 8,State Senate - District 1,Assembly - District 2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,"Village of HOWARD Wards 1,12",Congressional - District 8,State Senate - District 30,Assembly - District 89,615,380,9,9,11,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,"Village of HOWARD Wards 2,8,11",Congressional - District 8,State Senate - District 2,Assembly - District 4,1324,902,14,6,11,1,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,"Village of HOWARD Wards 3-4,6",Congressional - District 8,State Senate - District 30,Assembly - District 89,575,526,22,8,12,2,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,Village of HOWARD Ward 5,Congressional - District 8,State Senate - District 2,Assembly - District 4,200,130,2,2,1,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,Village of HOWARD Ward 7,Congressional - District 8,State Senate - District 2,Assembly - District 5,360,264,3,3,0,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,"Village of HOWARD Wards 9-10,18",Congressional - District 8,State Senate - District 2,Assembly - District 4,878,716,9,7,9,1,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,Village of HOWARD Wards 13-14,Congressional - District 8,State Senate - District 30,Assembly - District 89,611,369,11,3,5,1,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of HOWARD,Village of HOWARD Wards 15-16,Congressional - District 8,State Senate - District 2,Assembly - District 5,926,521,12,4,4,0,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of PULASKI,"Village of PULASKI Wards 1-3,6",Congressional - District 8,State Senate - District 2,Assembly - District 6,787,488,9,5,11,3,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of SUAMICO,Village of SUAMICO Wards 1-4,Congressional - District 8,State Senate - District 30,Assembly - District 89,1959,1006,25,12,12,1,0,0,0,0,0,0,0,0,0,governor
BROWN,Village of SUAMICO,Village of SUAMICO Wards 5-8,Congressional - District 8,State Senate - District 30,Assembly - District 89,2354,1267,20,10,20,0,0,0,0,0,0,0,0,0,1,governor
BROWN,Village of WRIGHTSTOWN,Village of WRIGHTSTOWN Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 2,766,393,8,5,4,6,0,0,0,0,0,0,0,0,0,governor
BROWN,City of DE PERE,City of DE PERE Wards 1-4,Congressional - District 8,State Senate - District 30,Assembly - District 88,1689,1624,29,3,22,1,0,0,0,0,0,0,0,0,3,governor
BROWN,City of DE PERE,City of DE PERE Ward 5,Congressional - District 8,State Senate - District 1,Assembly - District 2,97,136,6,1,2,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of DE PERE,City of DE PERE Wards 6-8,Congressional - District 8,State Senate - District 30,Assembly - District 88,1117,1142,17,10,19,2,0,0,0,0,0,0,0,0,2,governor
BROWN,City of DE PERE,"City of DE PERE Wards 9,18",Congressional - District 8,State Senate - District 1,Assembly - District 2,305,284,2,4,7,2,0,0,0,0,0,0,0,0,1,governor
BROWN,City of DE PERE,City of DE PERE Wards 10-12,Congressional - District 8,State Senate - District 1,Assembly - District 2,1137,1202,27,16,24,6,0,0,0,0,0,0,0,0,1,governor
BROWN,City of DE PERE,City of DE PERE Wards 13-15,Congressional - District 8,State Senate - District 1,Assembly - District 2,1661,1231,28,10,27,2,0,0,0,0,0,0,0,0,1,governor
BROWN,City of DE PERE,City of DE PERE Wards 16-17,Congressional - District 8,State Senate - District 2,Assembly - District 4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 1,Congressional - District 8,State Senate - District 1,Assembly - District 1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 2,Congressional - District 8,State Senate - District 30,Assembly - District 88,619,544,8,4,5,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 3,Congressional - District 8,State Senate - District 30,Assembly - District 88,555,855,23,7,21,0,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 4,Congressional - District 8,State Senate - District 30,Assembly - District 88,954,785,19,8,10,3,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 5,Congressional - District 8,State Senate - District 30,Assembly - District 88,345,312,9,1,2,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 6,Congressional - District 8,State Senate - District 30,Assembly - District 88,800,658,10,3,11,2,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 7,Congressional - District 8,State Senate - District 30,Assembly - District 88,435,426,10,4,6,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 8,Congressional - District 8,State Senate - District 30,Assembly - District 88,734,730,14,3,9,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 9,Congressional - District 8,State Senate - District 30,Assembly - District 88,200,282,7,1,3,1,0,0,0,0,0,0,0,0,2,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 10,Congressional - District 8,State Senate - District 30,Assembly - District 88,241,306,2,0,5,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 11,Congressional - District 8,State Senate - District 30,Assembly - District 88,323,272,9,1,2,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 12,Congressional - District 8,State Senate - District 30,Assembly - District 90,212,295,12,14,8,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 13,Congressional - District 8,State Senate - District 30,Assembly - District 90,167,387,5,6,12,2,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 14,Congressional - District 8,State Senate - District 30,Assembly - District 88,268,326,5,3,1,1,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 15,Congressional - District 8,State Senate - District 30,Assembly - District 90,371,675,22,6,13,1,0,0,0,0,0,0,0,0,2,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 16,Congressional - District 8,State Senate - District 30,Assembly - District 90,299,588,11,2,11,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 17,Congressional - District 8,State Senate - District 30,Assembly - District 90,279,428,8,10,6,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 18,Congressional - District 8,State Senate - District 30,Assembly - District 88,333,421,4,4,2,0,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 19,Congressional - District 8,State Senate - District 30,Assembly - District 90,192,336,5,4,9,2,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 20,Congressional - District 8,State Senate - District 30,Assembly - District 90,213,392,6,6,6,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 21,Congressional - District 8,State Senate - District 30,Assembly - District 90,172,333,7,6,8,1,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 22,Congressional - District 8,State Senate - District 30,Assembly - District 88,126,147,2,1,2,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 23,Congressional - District 8,State Senate - District 30,Assembly - District 90,202,379,6,2,10,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 24,Congressional - District 8,State Senate - District 30,Assembly - District 90,277,424,16,4,11,3,0,0,0,0,0,0,0,0,3,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 25,Congressional - District 8,State Senate - District 30,Assembly - District 90,313,370,13,7,4,1,0,0,0,0,0,0,0,0,2,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 26,Congressional - District 8,State Senate - District 30,Assembly - District 90,231,451,11,5,6,2,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 27,Congressional - District 8,State Senate - District 30,Assembly - District 90,82,168,4,3,2,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 28,Congressional - District 8,State Senate - District 30,Assembly - District 90,217,437,8,5,14,2,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 29,Congressional - District 8,State Senate - District 30,Assembly - District 90,424,530,19,12,13,1,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 30,Congressional - District 8,State Senate - District 30,Assembly - District 90,282,572,17,8,6,4,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 31,Congressional - District 8,State Senate - District 30,Assembly - District 90,367,478,17,5,14,0,0,0,0,0,0,0,0,0,2,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 32,Congressional - District 8,State Senate - District 30,Assembly - District 90,327,394,12,8,6,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 33,Congressional - District 8,State Senate - District 30,Assembly - District 90,228,282,8,5,7,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 34,Congressional - District 8,State Senate - District 2,Assembly - District 4,500,523,11,5,8,2,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 35,Congressional - District 8,State Senate - District 2,Assembly - District 4,393,325,8,8,5,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 36,Congressional - District 8,State Senate - District 30,Assembly - District 90,163,235,4,5,3,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 37,Congressional - District 8,State Senate - District 30,Assembly - District 90,340,369,9,9,9,3,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 38,Congressional - District 8,State Senate - District 30,Assembly - District 90,397,545,7,9,15,1,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 39,Congressional - District 8,State Senate - District 30,Assembly - District 90,491,561,8,9,13,4,0,0,0,0,0,0,0,0,2,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 40,Congressional - District 8,State Senate - District 30,Assembly - District 90,332,389,9,4,10,2,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 41,Congressional - District 8,State Senate - District 2,Assembly - District 4,201,216,4,2,3,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 42,Congressional - District 8,State Senate - District 30,Assembly - District 90,235,332,7,10,2,0,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 43,Congressional - District 8,State Senate - District 2,Assembly - District 4,483,518,7,6,4,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 44,Congressional - District 8,State Senate - District 2,Assembly - District 4,699,661,12,7,6,1,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 45,Congressional - District 8,State Senate - District 2,Assembly - District 4,943,655,11,4,5,1,0,0,0,0,0,0,0,0,1,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 46,Congressional - District 8,State Senate - District 2,Assembly - District 4,493,671,18,6,8,0,0,0,0,0,0,0,0,0,0,governor
BROWN,City of GREEN BAY,City of GREEN BAY Ward 47,Congressional - District 8,State Senate - District 2,Assembly - District 4,770,612,7,7,7,0,0,0,0,0,0,0,0,0,1,governor
BUFFALO,Town of ALMA,Town of ALMA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,68,80,1,1,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of BELVIDERE,Town of BELVIDERE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,128,84,2,1,3,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of BUFFALO,Town of BUFFALO Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,217,134,6,2,0,1,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of CANTON,Town of CANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,80,54,0,0,1,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of CROSS,Town of CROSS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,114,56,1,2,0,1,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of DOVER,Town of DOVER Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,95,73,1,1,3,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of GILMANTON,Town of GILMANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,100,67,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of GLENCOE,Town of GLENCOE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,154,54,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,68,41,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of MAXVILLE,Town of MAXVILLE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 93,108,36,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of MILTON,Town of MILTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,160,106,2,3,2,1,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of MODENA,Town of MODENA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,85,64,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of MONDOVI,Town of MONDOVI Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,110,81,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of MONTANA,Town of MONTANA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,93,30,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of NAPLES,Town of NAPLES Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,202,114,2,0,2,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of NELSON,Town of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,168,103,0,0,1,1,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Town of WAUMANDEE,Town of WAUMANDEE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,169,80,2,1,1,0,0,0,0,0,0,0,0,0,1,governor
BUFFALO,Village of COCHRANE,Village of COCHRANE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,93,70,3,2,0,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,Village of NELSON,Village of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,63,65,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,City of ALMA,City of ALMA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,184,171,2,3,4,2,0,0,0,0,0,0,0,0,0,governor
BUFFALO,City of BUFFALO CITY,City of BUFFALO CITY Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,283,210,7,0,7,0,0,0,0,0,0,0,0,0,0,governor
BUFFALO,City of FOUNTAIN CITY,City of FOUNTAIN CITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,204,159,0,3,6,1,0,0,0,0,0,0,0,0,0,governor
BUFFALO,City of MONDOVI,City of MONDOVI Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,517,453,7,6,17,3,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of ANDERSON,Town of ANDERSON Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,124,51,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of BLAINE,Town of BLAINE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,59,33,0,1,4,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of DANIELS,Town of DANIELS Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,210,101,0,1,6,1,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of DEWEY,Town of DEWEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,147,73,1,1,4,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of GRANTSBURG,Town of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,338,146,1,2,5,3,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of JACKSON,Town of JACKSON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,274,213,1,4,6,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of LA FOLLETTE,Town of LA FOLLETTE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,139,108,0,1,2,1,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,111,41,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of MEENON,Town of MEENON Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,305,184,0,2,8,1,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of OAKLAND,Town of OAKLAND Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,287,211,3,1,8,1,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of ROOSEVELT,Town of ROOSEVELT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,64,29,1,0,2,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of RUSK,Town of RUSK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,130,69,2,0,0,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of SAND LAKE,Town of SAND LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,136,118,5,3,3,1,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of SCOTT,Town of SCOTT Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,223,161,2,1,4,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of SIREN,Town of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,312,152,3,1,5,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of SWISS,Town of SWISS Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,173,171,1,1,5,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of TRADE LAKE,Town of TRADE LAKE Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,290,152,4,2,6,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of UNION,Town of UNION Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,112,70,0,0,1,2,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of WEBB LAKE,Town of WEBB LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,143,101,0,0,6,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of WEST MARSHLAND,Town of WEST MARSHLAND Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,118,48,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Town of WOOD RIVER,Town of WOOD RIVER Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,321,126,1,0,8,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Village of GRANTSBURG,Village of GRANTSBURG Wards 1-3,Congressional - District 7,State Senate - District 10,Assembly - District 28,313,168,3,2,8,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Village of SIREN,Village of SIREN Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,191,117,3,4,9,0,0,0,0,0,0,0,0,0,0,governor
BURNETT,Village of WEBSTER,Village of WEBSTER Wards 1-2,Congressional - District 7,State Senate - District 10,Assembly - District 28,144,99,0,3,6,0,0,0,0,0,0,0,0,0,0,governor
CALUMET,Town of BRILLION,Town of BRILLION Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 3,511,181,7,4,8,0,0,0,0,0,0,0,0,0,0,governor
CALUMET,Town of BROTHERTOWN,Town of BROTHERTOWN Wards 1-2,Congressional - District 8,State Senate - District 20,Assembly - District 59,480,147,4,2,1,0,0,0,0,0,0,0,0,0,0,governor
CALUMET,Town of CHARLESTOWN,Town of CHARLESTOWN Ward 1,Congressional - District 8,State Senate - District 9,Assembly - District 25,288,102,1,9,0,0,0,0,0,0,0,0,0,0,0,governor
CALUMET,Town of CHILTON,Town of CHILTON Wards 1-3,Congressional - District 8,State Senate - District 9,Assembly - District 25,399,138,4,2,2,0,0,0,0,0,0,0,0,0,0,governor
CALUMET,Town of HARRISON,Town of HARRISON Ward 10,Congressional - District 8,State Senate - District 1,Assembly - District 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
